R_death_2018,Less than a high school diploma 2014-18,Employed_2018,anycondition_prevalence,Active Patient Care General Surgeons per 100000 Population 2018 (AAMC),Percent of Population Aged 60+,Internal Medicine Primary Care (2019),POP_ESTIMATE_2018,Civilian_labor_force_2018,Family Medicine/General Practice Primary Care (2019),R_birth_2018,Total Specialist Physicians (2019),30-39,60-69,Asian-alone pop,80+,CI90LBINC_2018,anycondition_number,40-49,Obesity_prevalence,Heart disease_prevalence,Some college or associate's degree 2014-18,Median_Household_Income_2018,Active Patient Care Primary Care Physicians per 100000 Population 2018 (AAMC),70-79,Active General Surgeons per 100000 Population 2018 (AAMC),Active Primary Care Physicians per 100000 Population 2018 (AAMC),High school diploma only 2014-18,Total Active Patient Care Physicians per 100000 Population 2018 (AAMC),Two or more races pop,19-Oct,Total nurse practitioners (2019),R_INTERNATIONAL_MIG_2018,COPD_prevalence,diabetes_prevalence,Bachelor's degree or higher 2014-18,N_POP_CHG_2018,Unemployed_2018,50-59,R_NET_MIG_2018,GQ_ESTIMATES_2018,CI90UBINC_2018,R_DOMESTIC_MIG_2018,COPD_number,Population Aged 60+,Total physician assistants (2019),CKD_prevalence,Native American/American Indian-alone pop,Hawaiian/Pacific Islander-alone pop,0-9,Black-alone pop,county_pop2018_18 and older,White-alone pop,Heart disease_number,20-29,diabetes_number,Active Physicians per 100000 Population 2018 (AAMC),Total Hospitals (2019),CKD_number
7.9,2964,21290,43.5,5.8,20.4,15.81932013,47291,21953,27.10512774,11.0,55.91332104,5980,5807,317,1641,65505,15834,5922,32.3,7.9,9213,69114,68.5,3258,6.2,73.9,9683,189.1,2176,7065,13.56455729,9,8.1,11.4,8331,458,663,6368,400,2156,72723,86,2940,9257,15.44752413,3.0,1723,30,5680,3969,36422,39076,2863,5570,4155,206.7,1.499177419,1092
10.2,1997,8866,51.3,7.4,22.4,10.56600419,19942,9145,7.322856539,12.2,29.75978263,2380,2493,83,649,46093,7909,2432,37.6,9.2,3481,50704,77.8,1589,8.1,85.1,6304,225.8,324,2552,16.93152831,4,11.5,13.6,1663,292,279,3019,358,159,55315,184,1781,4324,3.511200722,3.3,94,3,2389,463,15419,18975,1420,2439,2096,253.1,0.338748392,514
12.4,7138,32995,46.2,7.4,25.9,40.52297323,76482,34283,28.08478156,10.1,114.1353773,8755,10344,1181,3960,47464,27933,9433,34.7,9.2,16292,50672,77.8,6527,8.1,85.1,17882,225.8,1709,9154,64.93617232,5,10.7,13.7,12661,295,1288,10807,113,1184,53880,368,6489,19563,13.46623476,3.4,347,51,8431,3076,60404,70118,5561,9071,8271,253.1,1.299175334,2078
10.9,3479,10310,49.6,6.1,20.4,11.44855176,24193,10744,7.844718772,11.3,29.41022095,3249,2698,149,773,43895,9508,3185,35.6,8.5,3986,48831,71.9,1726,7.0,79.1,7362,202.9,370,2778,11.07367953,3,10.4,15.0,1902,151,434,3365,228,2676,53767,259,1995,4813,7.651533085,3.6,88,6,2811,6944,19162,16636,1632,3608,2884,228.7,0.333475292,697
9.2,589,10894,40.4,6.2,22.7,9.576843653,20667,11209,13.49756488,10.4,29.4054092,2457,2728,91,877,70043,6318,2491,33.8,6.4,4761,77838,80.3,1543,6.8,88.2,4267,214.5,260,2899,11.19440897,39,6.3,9.4,4175,316,315,3080,233,143,85633,263,986,4635,8.805554231,2.7,88,20,2597,165,15650,20043,1008,1995,1477,239.2,0.996248836,428
7.4,9106,60370,45.7,7.8,15.7,67.07171236,124672,62979,47.94276368,13.9,200.4660314,18382,12119,1754,2722,72524,41764,16847,34.0,6.4,22799,77758,75.8,6685,9.1,84.1,25345,231.8,1678,18206,63.24592262,9,7.5,11.2,20953,1644,2609,16143,263,790,82992,127,6812,18726,20.52014494,2.7,581,107,18100,29396,91301,91156,5856,15468,10228,260.3,4.227096351,2486
14.3,2945,7606,52.0,6.3,30.8,12.66382859,20358,7945,9.091638684,12.3,36.10404032,2013,3138,99,1071,42967,8159,2009,36.2,11.5,3753,45276,79.0,2218,7.0,86.6,5701,236.3,369,2510,11.35457945,7,13.5,15.5,1831,240,339,2845,443,302,47585,445,2118,6188,2.209773291,4.2,172,9,2548,180,15701,19529,1804,2006,2431,273.1,0.405402017,652
10.0,384,2126,45.2,8.6,30.6,2.146812357,5587,2235,3.42603388,12.6,6.066803063,596,794,187,422,43626,1929,565,31.1,8.8,1102,48394,84.8,512,9.2,92.8,1498,219.1,180,726,2.995404852,118,6.7,11.5,902,26,109,676,151,152,53162,164,287,1683,2.558443045,3.4,800,1,727,26,4263,4393,376,569,490,240.4,0.360968449,145
10.4,2256,4392,53.3,5.4,19.2,4.774687481,12619,4590,4.225994113,13.8,14.90353188,1770,1200,135,502,38860,5005,1367,41.2,9.2,1955,43726,66.5,842,6.2,72.9,3029,199.9,191,1801,4.352615659,10,8.8,16.2,1037,-147,198,1349,437,1347,48592,462,825,2510,2.568922555,3.9,155,17,1782,769,9389,11352,866,2006,1522,224.8,0.229941211,369
8.2,3384,12578,47.4,6.2,20.1,10.98647052,23709,12934,15.4842873,16.6,33.73362591,2902,2721,290,1031,52404,8171,2731,37.5,7.7,4631,56818,80.3,1664,6.8,88.2,4906,214.5,299,3441,12.84212717,97,7.3,12.5,2397,66,356,2686,12,294,61232,106,1264,4804,10.1016541,3.2,443,64,3586,1494,17256,21119,1331,2947,2154,239.2,1.142887872,559
6.6,107,1516,47.6,9.7,34.9,1.054278711,2283,1536,1.763138471,8.3,2.712289676,247,340,55,184,52592,844,186,35.0,9.8,714,58715,79.6,236,10.5,87.0,672,217.1,39,263,1.372664875,111,8.1,13.0,337,-8,20,361,334,66,64838,398,143,830,0.681826973,3.6,20,1,279,45,1772,2123,174,187,231,237.6,0.117142079,64
11.1,1054,14499,43.9,6.5,24.6,10.66813724,26346,14816,18.03900201,10.1,34.11633559,3355,3681,139,1275,58315,9103,3158,36.1,7.1,6871,63099,77.9,1920,6.9,84.8,5965,193.1,304,3279,16.04394348,47,6.8,9.9,4578,-130,317,3787,42,737,67883,274,1408,6491,7.120439017,2.9,123,7,2867,315,20739,25458,1473,3024,2050,218.2,0.985007977,604
13.6,4096,17145,50.6,5.8,25.7,14.67730243,43877,17838,25.14837263,11.1,51.87686425,5585,5406,213,2167,39788,17258,4994,34.2,10.0,10253,42376,68.5,3986,6.2,73.9,12002,189.1,3451,5319,12.58531391,3,10.5,14.3,4844,-268,693,5712,310,2419,44964,147,3575,11478,14.33234688,3.7,6770,39,5304,1465,34132,31939,3425,5404,4880,206.7,1.390949814,1264
14.3,4168,12232,50.6,6.2,26.7,13.04655509,31039,12945,14.29199133,11.1,39.38997354,3291,4508,207,1237,31178,12130,3576,38.3,9.4,5934,34365,72.3,2774,7.0,80.1,8466,205.0,434,3975,12.94887382,6,10.2,18.2,3131,-253,713,4107,386,201,37552,12,2454,8483,6.404228494,4.4,221,6,3772,17676,23957,12495,2244,3799,4357,229.5,0.421250492,1064
11.8,4428,22595,47.1,7.2,29.2,39.03114189,48176,23661,27.09910815,10.2,100.6887601,4807,6903,209,2944,47638,18288,5855,34.0,9.3,7791,50257,88.2,4900,8.7,100.8,18114,273.3,477,5464,26.34301143,12,10.0,13.3,5020,-262,1066,7308,42,551,52876,125,3899,14259,21.32493671,3.5,93,21,4888,332,38810,47044,3605,5107,5147,320.5,0.748573365,1375
11.5,630,2198,54.2,7.6,27.3,2.108746035,4771,2311,2.028667072,12.5,6.893197165,514,618,13,295,37060,1998,584,38.0,12.2,1023,41249,72.9,433,8.3,77.3,1238,214.6,99,569,3.132689046,2,14.5,16.7,504,-57,113,644,79,60,45438,84,533,1333,1.052771438,4.1,31,0,609,72,3685,4556,450,505,616,230.9,0.112110549,152
10.1,771,4597,45.3,6.2,27.3,4.142690388,8940,4713,5.838691151,11.6,12.72000572,929,1126,45,687,53476,3046,887,38.3,7.9,1713,59219,80.3,778,6.8,88.2,2205,214.5,101,1265,4.84240655,12,7.5,10.5,1419,-24,116,1190,56,126,64962,356,505,2467,3.809050894,3.2,74,5,1147,41,6729,8674,532,931,709,239.2,0.430951014,217
9.5,262,2348,46.8,5.8,26.3,3.731302684,4926,2481,2.340618221,8.7,8.267555341,532,669,11,276,49396,1807,629,33.8,8.4,1031,55198,87.2,402,7.0,99.6,1732,240.5,45,628,1.918812063,12,9.6,11.7,534,-52,133,777,294,43,61000,171,371,1345,0.963465577,3.3,11,0,529,30,3863,4829,326,484,451,284.4,0.072298581,127
6.7,12495,168976,39.3,6.2,18.0,147.0200967,317272,173384,207.2095323,12.6,451.4207668,41973,33192,15376,10355,55699,96119,35783,31.4,5.4,62851,58618,80.3,18150,6.8,88.2,42019,214.5,9298,43912,171.8523502,59,5.5,8.5,74339,3295,4408,34460,423,14984,61537,27,13405,55100,135.179552,2.4,3114,308,40506,13440,244760,275736,13323,58941,20894,239.2,15.29403691,5981
10.7,2259,4873,51.5,6.0,24.1,7.940921367,14587,5082,5.670619139,8.8,19.93140445,1989,1743,117,646,34417,6008,1972,35.5,9.6,2704,38323,80.1,1182,6.9,86.8,4312,240.7,345,1688,8.464837266,12,11.6,14.3,1019,150,209,1962,223,1887,42229,218,1349,3483,4.172836041,3.6,194,20,1529,1927,11663,11984,1116,1876,1665,265.2,0.148614052,422
10.1,5570,25165,49.2,6.3,25.2,27.41652268,54973,26036,24.06690515,8.6,75.84721623,6509,7304,594,2730,48953,21823,6700,38.4,8.2,12681,51525,81.7,4921,7.3,90.3,12528,231.8,1110,6175,28.90093893,10,8.9,13.0,8946,-113,871,7885,318,458,54097,322,3936,13887,13.5662737,3.4,200,36,5574,8015,44345,45018,3642,7175,5767,263.2,0.619582433,1491
6.7,185,2116,42.3,6.6,25.6,2.291280496,3999,2231,2.49867167,9.7,6.687118162,455,585,18,242,48598,1281,445,33.6,8.0,1063,54412,96.0,340,7.4,104.9,1072,265.0,71,534,2.052531206,1,6.7,11.3,473,-23,115,547,149,34,60226,317,204,1029,1.291384217,3.3,86,4,510,27,3033,3793,244,341,343,302.7,0.090510925,99
9.2,5885,61332,39.9,7.1,23.5,60.61195328,115456,62903,65.06053701,10.5,182.6501095,13812,15189,6666,5269,58649,35936,13826,33.5,6.8,25982,61906,86.4,8652,7.9,94.6,29054,238.3,1968,14844,60.39349604,5,6.4,9.4,19182,221,1571,16848,150,2794,65163,132,5750,27003,36.54193776,2.9,650,68,13253,2538,90025,103566,6107,13763,8496,264.9,2.641346588,2589
11.1,2924,21878,47.4,6.5,25.4,18.83627146,46518,22606,31.85069064,11.5,60.23774763,5192,6135,303,2510,46942,17030,5273,34.2,8.3,11389,51317,77.9,3879,6.9,84.8,12170,193.1,919,5867,28.32810153,6,7.9,11.5,6235,-384,728,6751,2,628,55692,317,2822,12082,12.57225318,3.2,185,23,5727,1384,35916,43704,2969,5184,4122,218.2,1.739186254,1160
10.4,19647,46738,54.5,6.2,19.7,64.17855286,131831,49653,51.0889212,12.9,190.1741925,15278,15157,877,4144,33307,53984,16278,37.2,10.8,25599,35407,78.1,9049,7.1,86.2,29092,223.5,3611,19276,59.88728661,1,12.5,18.0,11320,-759,2915,16714,15,4305,37507,340,12366,26448,53.85666097,4.5,54971,204,17930,31381,99102,40787,10673,18005,17802,255.0,1.421958045,4491
11.1,8762,52968,50.3,5.8,24.6,82.89006348,109430,56230,51.99631585,11.1,183.6619125,13213,14534,1028,5661,50208,43207,12697,36.0,8.0,27191,54063,87.2,8446,7.0,99.6,27573,240.5,1524,13552,42.6259854,9,9.1,11.5,13887,-251,3262,15946,65,3387,57918,160,7802,27315,21.40317461,3.2,429,36,12412,3105,85867,103308,6846,12969,9858,284.4,1.606096971,2774
12.9,797,5094,48.2,5.8,23.0,3.722094586,11127,5255,6.377508541,12.9,13.1557278,1396,1439,58,555,42655,4006,1163,36.1,8.9,2012,47484,68.5,844,6.2,73.9,3286,189.1,389,1560,3.191576177,12,9.1,12.6,1563,-25,161,1483,130,206,52313,347,759,2659,3.634615487,3.3,450,3,1522,146,8308,10081,741,1165,1046,206.7,0.352738304,272
13.5,2053,8430,49.4,5.4,29.6,6.932548064,18322,8724,6.135879558,11.7,21.63899763,1949,2462,130,1037,40136,7102,1868,36.2,10.4,4376,44773,66.5,1829,6.2,72.9,4451,199.9,278,2529,6.319726136,1,10.4,14.9,1673,-20,294,2418,150,816,49410,15,1490,5417,3.729915133,3.9,223,14,2095,391,14380,17286,1501,2135,2141,224.8,0.33386028,564
11.4,2260,7815,49.1,6.1,29.3,10.32040116,21809,8223,7.071693122,9.7,26.5121113,2334,3548,140,1022,47002,8577,2343,33.9,9.7,3982,51205,71.9,2447,7.0,79.1,5803,202.9,258,2474,9.982469182,9,10.3,15.8,3438,103,408,3128,109,159,55408,31,1792,6275,6.897544126,4.0,108,56,2304,5833,17461,15414,1686,2209,2764,228.7,0.300614337,695
6.8,40752,342785,40.7,5.8,17.0,524.4048236,692310,357226,328.9552173,11.0,1161.938944,87114,70384,41201,19571,82874,211952,99752,33.3,5.6,135512,86108,87.2,39905,7.0,99.6,119769,240.5,13609,104756,269.673727,25,6.1,9.7,152229,1293,14441,98580,130,8739,89342,362,31598,116816,135.4074003,2.6,3242,361,86166,83988,520167,549909,29069,86082,50250,284.4,10.16098871,13365
12.1,2671,12293,50.9,5.8,23.8,9.30306215,27811,12710,15.94004584,12.4,32.88163438,3472,3425,152,1249,44782,10647,3328,35.3,9.9,4846,47858,68.5,2200,6.2,73.9,8396,189.1,1587,3808,7.977076036,10,10.5,13.6,2703,-59,417,3353,130,317,50934,147,2198,6609,9.084415504,3.6,2476,34,3782,663,20920,22899,2075,3194,2850,206.7,0.881639703,746
21.1,1322,3808,46.8,7.3,44.1,5.124333549,10968,4097,5.940876995,9.1,15.14792777,874,2085,89,1039,28747,4331,917,30.6,12.3,3100,31741,82.1,1831,7.7,91.1,2462,213.8,374,867,5.349406422,4,11.0,16.5,1771,-122,289,1414,169,265,34735,181,1017,4961,2.784622521,5.0,332,5,1008,99,9259,10069,1138,933,1528,244.8,0.214604367,467
7.3,88185,409662,33.7,6.2,19.8,481.0818154,850967,425728,326.9454649,11.0,1264.305298,109144,95692,66975,33081,82014,221125,107012,23.9,5.9,183807,84170,87.1,56705,7.2,96.2,107135,243.8,29739,113043,331.5921434,40,5.6,9.7,187558,165,16066,115910,64,11371,86326,176,36831,167777,170.3136758,2.9,15895,2464,103676,20232,656414,715662,38571,116704,63672,279.6,7.722951828,19164
13.7,2794,7151,49.8,6.3,31.7,8.814003335,17673,7438,7.737151233,8.6,24.38374934,1569,2790,60,1071,38899,7264,2235,37.2,11.0,4141,42862,81.7,2229,7.3,90.3,4725,231.8,222,1818,9.29122103,0,11.9,15.2,1880,-35,287,2795,259,295,46825,140,1733,5697,4.361354758,4.2,95,11,1580,969,14595,16316,1606,1586,2224,263.2,0.199186516,606
8.6,35,718,42.6,9.4,28.5,0.410609006,1268,738,0.700661298,13.3,1.375062717,160,207,1,62,40085,421,133,34.2,8.3,279,44580,88.0,134,9.8,91.5,314,236.2,9,142,0.601589939,0,7.7,11.3,127,-20,20,144,442,0,49075,452,76,310,0.466709655,3.3,7,0,159,5,987,1246,82,127,111,247.1,0.066843327,32
9.1,25173,274968,39.3,7.3,23.6,690.1020937,518132,284938,147.9594503,9.9,1555.563536,58507,67340,8011,21573,87124,160283,65404,27.9,6.8,100674,89678,114.6,41632,9.6,134.3,99134,353.7,10344,66935,470.2272941,53,6.2,9.3,130354,3163,9970,80248,112,11373,92232,214,25466,119899,162.5977521,2.8,1709,680,56735,58764,407472,438624,27656,59758,37985,449.5,5.63011607,11423
10.9,8381,43194,48.2,6.1,25.3,54.20719835,108987,45923,63.88292292,12.2,160.7847983,12931,14579,1783,4455,54936,40440,12925,37.5,8.1,30004,58624,91.7,9384,6.9,100.6,22381,246.3,4031,13696,43.92402918,1,8.4,12.3,12096,2087,2729,14392,298,1208,62312,185,7013,26255,27.59534003,3.3,2225,468,13635,1211,83950,99269,6778,12990,10325,278.8,1.330592916,2811
13.2,1588,2113,65.0,6.7,21.3,3.259636769,8257,2306,3.032927511,11.3,9.347609768,983,1028,31,329,26040,3969,835,49.2,11.5,1324,28542,61.2,597,7.1,65.9,1812,174.8,98,1257,5.767262341,32,13.1,22.8,794,-92,193,1147,294,82,31044,432,802,1849,0.295827934,5.4,18,5,1101,6258,6110,1847,703,980,1392,191.3,0.273709958,329
12.4,1414,4331,54.4,6.7,23.7,4.916891844,12455,4605,4.574919723,12.8,14.10009442,1469,1610,50,490,36216,5119,1431,39.6,9.4,2556,40510,61.2,1033,7.1,65.9,3139,174.8,113,1673,8.699437139,0,10.3,15.4,1317,-176,274,1740,288,0,44804,341,974,3005,0.446231915,3.8,33,2,1623,4014,9410,8243,881,1386,1448,191.3,0.412868781,354
5.0,4266,23879,40.0,6.3,12.5,26.94771925,54033,24736,23.65537784,12.3,74.55028168,6750,3713,2428,1425,38873,17931,5133,30.5,5.2,5835,42640,81.7,1972,7.3,90.3,7083,231.8,1492,9916,28.40675301,84,6.2,8.5,9647,126,857,4464,338,7684,46407,341,2787,6611,13.33429987,2.4,427,131,5492,4812,44853,44743,2343,15168,3831,263.2,0.608988006,1079
10.5,1240,8306,41.4,7.3,35.3,9.136712882,19556,8702,10.59261401,8.6,27.00883256,1951,3479,129,1207,40380,6608,1833,28.6,9.2,4848,45095,82.1,2661,7.7,91.1,4258,213.8,331,2040,9.538018963,45,8.3,13.1,4290,73,396,2767,222,116,49810,248,1321,6880,4.964996173,4.0,848,31,1908,203,15955,18014,1475,1710,2085,244.8,0.382640682,639
11.5,10880,33175,48.3,6.2,23.8,39.65428483,81455,35342,31.56653653,11.5,117.5037651,9276,10430,987,3510,40289,30339,9836,36.9,9.1,15920,44015,78.1,6522,7.1,86.2,17631,223.5,1282,10803,37.00282127,10,9.9,15.9,10821,-112,2167,11083,24,1505,47741,347,6227,19331,33.27665207,4.0,501,114,9943,32939,62774,45632,5732,10052,9983,255.0,0.878591474,2522
11.1,7787,23679,54.8,7.6,21.7,26.81524066,60669,24947,25.79694038,12.4,87.65528795,7595,7364,393,2068,37858,25559,7994,38.6,10.4,11204,41425,72.9,4457,8.3,77.3,16772,214.6,731,7747,39.83590689,7,13.6,15.7,5539,370,1268,8351,282,697,44992,367,6353,12999,13.38725432,3.6,222,16,7589,461,46617,58846,4831,7504,7297,230.9,1.42562039,1687
13.7,2856,10468,46.5,6.1,24.7,12.32021845,26035,10964,8.441997818,11.1,31.64944829,2734,3431,238,1011,43064,9425,2919,32.7,8.5,4260,45850,71.9,2394,7.0,79.1,6343,202.9,635,3488,11.91680431,0,9.9,13.3,3826,250,496,3418,135,775,48636,218,1996,6327,8.234103413,3.5,132,22,3105,2870,20248,22138,1716,3535,2697,228.7,0.358865343,700
11.8,2799,7387,51.7,7.4,24.5,10.66985219,20138,7730,7.394829254,10.1,30.05227673,2399,2626,235,768,42952,8167,2607,35.8,9.6,3078,47420,77.8,1707,8.1,85.1,5894,225.8,299,2438,17.09793988,95,11.8,14.2,2187,292,343,2960,410,298,51888,218,1856,4748,3.545710568,3.5,92,4,2303,403,15787,19105,1517,2330,2238,253.1,0.342077781,550
14.5,3067,11711,52.0,5.4,27.8,11.39621303,30119,12335,10.08659297,10.5,35.57171541,3148,4089,143,1606,40385,12120,3491,38.3,10.3,5458,44154,66.5,3137,6.2,72.9,9155,199.9,490,3831,10.38881298,1,10.3,15.6,3459,139,624,4069,177,354,47923,14,2402,8380,6.131498411,4.0,201,16,3622,5083,23317,24186,2393,3126,3627,224.8,0.548823151,929
9.4,1212,10172,45.1,6.5,25.9,8.399750962,20744,10484,14.20333476,9.5,26.86211438,2533,2753,190,1238,52271,7361,2452,37.0,8.1,4905,55405,77.9,1713,6.9,84.8,5809,193.1,145,2590,12.63248932,44,7.7,11.4,2697,60,312,3029,41,1168,58539,128,1260,5304,5.60640655,3.2,82,8,2257,568,16305,19751,1320,2179,1855,218.2,0.77556386,524
13.6,7657,27908,56.6,9.2,26.3,40.13214075,74254,29465,51.02867487,10.0,115.2565477,9030,10648,710,3588,37106,33305,9712,37.5,10.5,14979,41298,89.4,6583,10.5,100.1,21904,231.6,1465,8439,38.73409487,3,12.9,16.0,9972,-808,1557,9082,266,3698,45490,22,7598,20258,27.46748978,3.6,204,23,8465,5988,58794,65864,6198,8707,9405,263.4,2.302663814,2121
11.9,1681,15893,42.7,6.3,26.2,11.81075938,28537,16312,17.53481206,10.6,37.37296725,3417,3677,251,1774,52752,9403,3015,34.3,7.5,6767,58017,80.5,2220,6.8,88.0,5272,206.5,531,3883,16.09399743,0,7.4,11.3,5600,-136,419,3724,279,928,63282,274,1635,7540,8.154814778,3.1,176,22,3402,363,21999,27194,1650,3425,2495,227.6,1.36240295,678
9.9,6015,25464,48.1,7.4,21.1,28.31765418,53446,26257,19.6257843,11.3,79.75836638,6726,6467,344,1881,53423,19777,6976,35.4,8.6,9400,56166,77.8,3873,8.1,85.1,14665,225.8,1040,6863,45.3777185,0,10.8,12.9,5478,661,793,7563,138,617,58909,447,4422,10824,9.410271477,3.2,261,31,6601,2207,41105,49563,3531,6496,5314,253.1,0.907870151,1316
12.0,4278,18429,56.2,7.6,24.0,19.91971627,45068,19281,19.16327134,10.4,65.11477884,5334,5993,318,1939,42918,19614,5515,41.2,10.2,9210,45512,72.9,3631,8.3,77.3,13186,214.6,944,5625,29.59212533,6,12.4,16.4,5069,-301,852,6239,338,1086,48106,363,4342,11048,9.944729234,3.5,133,31,5456,3111,34880,40531,3562,5336,5729,230.9,1.05902289,1235
10.1,9090,25818,47.6,7.3,21.3,30.22319593,64689,27137,35.03914952,13.1,89.3421134,8222,7052,752,2723,39863,22691,7029,34.0,8.0,13432,43527,82.1,4375,7.7,91.1,11515,213.8,1171,10213,31.55067032,16,7.7,13.3,7350,-464,1319,7791,114,1782,47191,474,3674,13924,16.4236366,3.7,1488,167,8920,1526,47645,59585,3790,8364,6343,244.8,1.265731392,1758
10.8,6945,62196,45.5,5.8,23.7,100.2346369,132328,65386,62.87643685,10.8,222.0927859,17051,16649,1220,6727,58797,46521,16661,32.8,7.2,32033,61508,87.2,10423,7.0,99.6,29789,240.5,1946,16641,51.54538422,2,8.1,10.0,24656,-1063,3190,17670,92,2566,64219,54,8252,31973,25.8817444,2.9,432,42,15958,1759,102333,126929,7373,14548,10271,284.4,1.942169424,3014
14.9,235,2325,46.8,6.2,35.0,1.943913443,4195,2388,2.739743778,10.2,5.968727517,428,665,27,353,42076,1571,393,37.4,9.6,1078,46954,80.3,480,6.8,88.2,1200,214.5,53,500,2.272247816,1,8.7,12.5,595,-65,63,561,172,50,51832,107,292,1511,1.787356655,3.7,24,0,420,8,3357,4083,321,395,420,239.2,0.202219184,125
11.6,1981,16519,47.4,5.8,27.9,24.99124431,32993,17390,15.67682033,10.1,55.37382326,3588,4550,334,2081,51413,12280,3770,34.3,8.4,7887,56099,87.2,3019,7.0,99.6,9062,240.5,464,4124,12.85167812,6,9.0,11.8,4641,-175,871,4621,42,457,60785,141,2343,9368,6.453028786,3.3,156,15,3630,327,25915,31697,2170,3610,3067,284.4,0.484236109,868
12.4,521,5148,49.5,6.5,29.8,3.935459873,9719,5273,6.654560865,11.2,12.58546518,991,1454,46,791,51494,3734,993,38.7,8.6,2433,56698,77.9,830,6.9,84.8,2606,193.1,126,1211,5.918586757,0,7.8,11.4,1441,-77,125,1370,214,177,61902,173,586,2963,2.626719305,3.4,17,12,1154,30,7543,9488,645,925,862,218.2,0.363367969,254
3.5,232,393,45.0,5.5,17.4,0.188933125,852,405,0.447805505,6.9,0.677536529,109,109,9,44,43239,294,104,35.0,9.6,128,48471,68.9,59,5.8,73.9,140,181.6,17,139,0.334154217,42,9.3,15.1,92,-33,12,95,325,2,53703,328,61,184,0.300155968,4.0,28,2,97,10,654,786,63,96,99,192.6,0.021856017,26
9.5,2763,6411,52.4,5.4,23.2,6.559094023,17335,6668,5.805341782,12.1,20.47331208,2352,2090,110,808,33702,7192,1997,39.9,9.6,3157,37428,66.5,1354,6.2,72.9,4562,199.9,346,1906,5.979284607,6,9.9,16.1,1553,-68,257,2355,341,1940,41154,137,1355,4004,3.528985854,4.0,199,36,2062,4201,13722,12443,1321,2411,2209,224.8,0.315875338,547
7.7,36452,80997,47.1,6.1,22.4,98.34919348,212128,97636,79.53713722,14.1,274.1650148,26345,19853,3367,11336,41173,74673,21341,36.9,8.6,41128,44116,73.2,18771,6.9,78.1,33924,224.0,4236,29723,100.6563325,27,7.9,13.0,19315,2372,16639,21432,22,9283,47059,46,12591,45739,57.38268732,3.9,4824,532,29937,5712,158634,193457,13649,33390,20561,242.0,2.455032499,6229
9.1,2498,6652,49.5,5.4,19.3,5.921535706,15650,6845,5.241049835,11.5,18.48326127,2530,1515,79,651,43434,6085,1898,38.4,7.6,2631,48743,66.5,896,6.2,72.9,3840,199.9,151,1894,5.398085036,108,7.1,13.6,1511,134,193,1682,29,3012,54052,20,873,2900,3.185960693,3.3,164,5,1839,1456,12303,13795,941,2745,1673,224.8,0.285171563,405
7.5,4179,57735,34.8,7.1,19.9,54.87813474,104534,59280,58.90588774,11.4,165.3716269,13595,11595,4595,3981,57192,28997,10868,30.1,6.0,23529,60111,86.4,6852,7.9,94.6,16361,238.3,1993,13806,54.68034329,10,5.8,8.3,20548,860,1545,12097,284,4598,63030,158,4859,20349,33.085114,2.6,670,72,11887,1287,83207,95917,5017,19853,6926,264.9,2.391478349,2185
7.5,12112,132846,36.6,6.0,18.4,146.9595783,269956,137339,104.9439679,10.5,368.862838,34258,27545,16900,8638,49332,80981,26618,28.4,6.1,44794,51026,80.1,16277,6.9,86.8,34631,240.7,7711,34607,156.6554884,65,6.9,10.2,67724,3136,4493,27729,177,14487,52720,44,15311,47766,77.22507206,2.7,971,215,28015,55575,221415,188584,13436,66269,22543,265.2,2.750343121,6046
5.5,286,3383,39.1,6.2,23.3,2.766427474,5970,3468,3.898991742,11.2,8.494232009,689,800,19,301,61659,1749,658,31.3,7.2,1791,66228,80.3,412,6.8,88.2,1314,214.5,80,822,3.233687596,12,7.1,10.6,676,-7,85,845,354,0,70797,74,316,1401,2.543627946,3.0,50,1,791,65,4471,5755,324,652,475,239.2,0.287782724,133
7.8,3971,35832,34.9,6.6,20.2,38.11524191,66523,36852,41.56517516,11.7,111.2396003,8129,7392,1544,2635,61960,18136,7710,30.2,6.2,13275,67024,96.0,4288,7.4,104.9,12895,265.0,1154,9870,34.14366927,49,5.3,8.7,11456,350,1020,8607,165,7308,72088,126,2735,13206,21.48205858,2.6,460,76,7832,3851,51986,59438,3198,10060,4547,302.7,1.505640971,1377
11.3,1584,13890,39.2,11.7,28.4,17.98192848,29897,14471,24.97365967,7.7,50.12602174,3066,4743,144,1477,47215,9668,3267,30.2,8.4,6475,49561,119.7,2998,12.1,128.9,8013,305.7,473,3529,24.57157928,4,8.9,11.2,5474,45,581,4611,311,1107,51907,368,2190,8571,12.41981644,3.3,142,14,2703,175,24662,28949,2066,3503,2756,330.2,0.759485178,824
7.5,1735,23703,39.3,7.1,20.4,23.69281859,45131,24449,25.43174106,10.0,71.39674069,5046,5030,1308,1777,53281,14265,4881,34.4,6.1,8534,57506,86.4,2967,7.9,94.6,9221,238.3,623,6709,23.60742508,5,6.1,8.5,7586,432,746,5437,105,3260,61731,31,2209,9015,14.28400597,2.7,236,27,4761,380,36259,42557,2226,8523,3071,264.9,1.032485214,966
8.1,335,2102,41.8,5.5,39.6,0.949100677,4280,2190,2.249539393,10.2,3.40358726,409,861,15,224,42438,1477,453,29.6,10.3,1156,47682,68.9,570,5.8,73.9,944,181.6,95,428,1.678615079,12,9.5,14.6,729,128,88,619,326,21,52926,329,337,1641,1.507825754,4.1,37,2,387,24,3537,4107,365,329,518,192.6,0.109793137,144
